Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,nfactor ,min_bound,avg_bound,max_bound
87,849,265,39.74939941,30.3180212,6.308833922,12.30588928,42.82508834,16.79564193,57.98634674,15.70200236,383.2394743,77,9.6,14.36,50,494.7181178,22,0.297645154,1,2.5,9.88,24,0.435038055,10,33747.2401,15366.38189,49113.62199,3597.5,,4.237338045,2547,6427.44,9780.48
88,840,279,39.71324794,30.59285714,6.368928571,12.29290476,43.06904762,17.39654762,53.76350749,15.89880952,357.8072727,75,9.6,14.42,50,493.7181178,22,0.297645154,1,2.5,9.82,24,0.035728473,10,33359.12827,15000.01859,48359.14686,4770.6,,5.679285714,3360,8559.84,12902.4
89,851,276,37.50833461,30.28437133,6.403407756,12.23769683,43.09811986,17.86180964,58.00546243,16.09283196,358.6452079,75,9.6,14.42,50,492.7181178,22,0.352452059,1,2.5,9.82,24,0.297645154,10,31919.59275,16009.50763,47929.10038,4567.1,,5.366745006,3404,8718.88,13071.36
90,818,293,37.95652923,31.07334963,6.417359413,12.24031785,43.26466993,17.73581907,55.31019268,16.18704156,386.3419445,75,9.4,14.42,50,491.7181178,23,0.352452059,1,2.5,9.82,24,0.704904117,10,31048.44091,16205.88645,47254.32736,4388.9,,5.365403423,3272,8399.04,12302.72
91,814,293,37.61598953,30.41154791,6.47997543,12.24909091,43.0995086,17.58574939,55.69898448,16.44103194,505.0032421,75,9.4,14.42,50.5,380.2394743,24,0.352452059,1,2.5,9.88,25,0.214046607,10,30619.41547,16319.80245,46939.21793,4104.2,,5.042014742,3256,8439.52,12242.56
92,826,278,36.8135447,29.91283293,6.452179177,12.27651332,43.05871671,18.02699758,57.11935047,16.63196126,417.0117188,75,9.4,14.42,50.5,347.9475746,24,0.352452059,1,2.5,9.88,25,0.52571535,10,30407.98792,15879.17943,46287.16735,3972.3,,4.809079903,2478,6395.4,9317.28
93,808,290,37.6288526,29.63985149,6.459282178,12.28720297,42.99133663,18.87747525,52.89004467,16.82054455,417.0117188,75,9.4,14.42,50.5,331.4983497,24,0.352452059,1,2.5,9.88,25,0.334234233,11,30404.1129,15338.11296,45742.22586,4854,,6.007425743,4040,10438.2,15190.4
94,769,326,36.799688,29.40052016,6.482704811,12.29529259,42.97139142,18.92210663,51.65466612,16.99609883,417.0117188,75,9.4,14.42,50.5,335.9484822,24,0.352452059,1,2.5,9.82,25,0.01803234,12,28298.96007,16839.42115,45138.38122,4836.5,,6.289336801,3845,9970.4,14457.2
95,757,336,36.6270508,29.74240423,6.475165125,12.31048877,42.93064729,18.44293263,50.28574808,17.13738441,336.4521432,73,9.4,14.48,50.5,417.0117188,24,0.352452059,1,2.4,9.76,25,0.366973897,12,27726.67746,16896.01136,44622.68881,4165.3,,5.502377807,2906.88,7842.72,11385.28
96,761,334,36.39897122,29.99080158,6.508409987,12.26578187,42.98620237,18.04047306,50.39526483,17.34296978,441.2820807,74,9.5,14.48,50.5,336.4521432,24,0.352452059,1,2.4,9.76,25,0.073421607,12,27699.6171,16832.01845,44531.63555,3872.1,,5.088173456,2922.24,7924.64,11567.2
97,744,336,36.56257658,29.93145161,6.486021505,12.28927419,43.1438172,17.4344086,51.76006006,17.50806452,441.2820807,74,9.5,14.48,50.5,378.809199,23,0.291400846,1,2.4,9.76,25,0.352452059,12,27202.55697,17391.38018,44593.93716,3770.3,,5.067607527,2856.96,7720.96,11308.8
98,734,321,37.54594227,30.22752044,6.444686649,12.33719346,43.25340599,17.68950954,51.9295698,17.57629428,441.2820807,74,9.5,14.48,50.5,377.809199,23,0.51429724,1,2.4,9.76,25,0.25714862,12,27558.72162,16669.39191,44228.11353,4030,,5.490463215,2818.56,7568.64,11156.8
99,716,347,37.2287131,30.54608939,6.450418994,12.32960894,43.44622905,17.5325419,49.47144817,17.79608939,381.6185678,74,9.5,14.48,50.5,441.2820807,23,0.260382865,1,2.4,9.76,25.5,0.582801691,12,26655.75858,17166.59251,43822.35109,4298.2,,6.003072626,3436.8,9237,13604
100,724,342,35.92815733,30.66022099,6.50359116,12.33748619,43.70994475,17.21533149,52.32661044,17.99171271,381.6185678,74,9.5,14.48,50.5,440.2820807,24,0.260382865,1,2.5,9.76,25.5,0.483171779,12,26011.98591,17895.70077,43907.68668,3657.8,,5.052209945,2896,7533.76,11004.8
101,749,334,35.83232322,30.1975968,6.481575434,12.34264352,43.79706275,17.10026702,49.28630342,18.1975968,381.6185678,74,9.5,14.48,51,439.2820807,24,0.260382865,1,2.5,9.76,25.5,0.337788868,12,26838.41009,16461.62534,43300.03543,3533.3,,4.717356475,2247,5825.64,8538.6
102,741,322,37.65556874,29.99190283,6.458569501,12.40164642,43.8488529,17.23805668,47.57953427,18.28205128,381.6185678,74,9.5,14.48,51,438.2820807,24,0.260382865,1,2.5,9.76,26,0.356235674,12,27902.77643,15320.61004,43223.38647,3933.7,,5.308636977,2964,7657.28,11263.2
103,747,329,35.90640046,29.85274431,6.490495315,12.42492637,43.81927711,16.862249,48.60939146,18.52610442,326.3306069,74,9.5,14.54,51,437.2820807,24,0.260382865,1,2.5,9.76,26.5,0.691061023,12,26822.08114,15992.48979,42814.57093,3990.2,,5.341633199,2988,7757.44,11354.4
104,778,310,33.73884429,29.41131105,6.473264781,12.42390746,43.75,16.4659383,51.76476931,18.67866324,451.4002806,72,9.5,14.54,51,380.6185678,25,0.356235674,1,2.5,9.76,26.5,0.260382865,12,26248.82085,16047.07849,42295.89934,3673.7,,4.721979434,2334,6043.44,8869.2
105,774,308,35.0246228,29.46899225,6.464082687,12.41614987,43.80297158,15.64547804,48.41510788,18.85400517,451.4002806,72,9.5,14.54,51,455.138723,25,0.580694307,1,3.3,9.76,26.5,0.211060276,13,27109.05805,14911.85323,42020.91128,4001.3,,5.169638243,4086.72,8005.12,11764.8
106,796,299,35.62198116,29.70728643,6.402763819,12.44673367,43.94095477,16.12613065,48.89032298,18.91708543,451.4002806,72,9.5,14.54,51,454.138723,25,0.580694307,1,3.3,9.76,26.5,0.382860591,13,28355.09701,14618.20657,42973.30358,3782.9,,4.752386935,3152.16,6115.92,9074.4
107,801,280,36.13085966,29.86641698,6.384144819,12.44566792,44.09113608,16.94681648,48.64021896,19.03121099,451.4002806,72,9.5,14.54,51,453.138723,25,0.580694307,1,3.3,9.7,26,0.785272687,13,28940.81859,13619.26131,42560.0799,4192.7,,5.234332085,4229.28,8181.92,12175.2
108,813,278,34.63077267,29.50430504,6.404797048,12.48646986,44.02460025,17.3296433,48.93316449,19.21402214,451.4002806,72,9.5,14.6,51,452.138723,25,0.32839159,1,3.3,9.7,26,0.331348866,13,28154.81818,13603.41973,41758.23791,4412.8,,5.427798278,4292.64,8331.36,12357.6
109,793,296,33.27694009,29.81462799,6.402017654,12.49344262,44.13303909,17.49911728,50.25402487,19.3556116,272.6677844,72,9.5,14.6,51,451.4002806,26,0.32839159,1,3.3,9.7,31.5,0.324779384,13,26388.61349,14875.19136,41263.80486,4779.4,,6.026986129,5233.8,10153.6,15067
110,786,327,33.281436,29.87659033,6.355216285,12.48302799,44.1259542,17.00216285,49.05532555,19.47964377,464.2014508,71,9.5,14.6,51,450.138723,26,0.32839159,1,3.3,9.7,31.5,0.662389692,13,26159.2087,16041.09146,42200.30016,4042.7,,5.143384224,4150.08,7992.32,11947.2
111,782,332,35.15115537,30.08951407,6.336061381,12.45987212,44.21611253,17.15613811,49.08048914,19.59335038,464.2014508,71,9.5,14.6,51.5,314.5226399,26,0.32839159,1,3.3,9.7,31.5,0.230788189,13,27488.2035,16294.72239,43782.92589,3896.1,,4.982225064,3096.72,5945.76,8914.8
112,788,304,36.34169074,29.68908629,6.354314721,12.48314721,44.29251269,17.49187817,50.0126288,19.83756345,464.2014508,71,9.5,14.6,51.5,451.2156377,26,0.32839159,1,3.3,9.7,31.5,0.313214397,13,28637.2523,15203.83916,43841.09146,3924.8,,4.98071066,3120.48,6008.64,8983.2
113,809,292,34.57275962,29.72929543,6.413844252,12.46037083,44.37824475,17.04437577,51.85433485,20.05933251,461.9577549,71,9.5,14.66,51.5,317.7578876,26,0.520660628,1,3.3,9.7,31.5,0.364162086,13,27969.36253,15141.46578,43110.82831,3789.6,,4.684301607,3203.64,6226.56,9222.6
114,812,297,33.16935948,29.39408867,6.409236453,12.47650246,44.31896552,17.26182266,53.98478525,20.23399015,354.6492087,71,9.5,14.66,51.5,361.6511795,26,0.569063209,1,3.3,9.7,31.5,0.284531605,13,26933.5199,16033.48122,42967.00112,3861.1,,4.755049261,3215.52,6245.16,9256.8
115,817,271,35.95472343,30.03549572,6.353121175,12.45140759,44.44124847,18.38237454,49.06268738,20.25581395,395.7666159,71,9.5,14.66,51.5,315.7578876,26,0.524308279,1,3.3,9.7,31.5,1.102828401,14,29375.00904,13295.98828,42670.99732,4309.1,,5.274296206,4313.76,8304.8,12418.4
116,799,287,36.57498455,30.74593242,6.339674593,12.46630788,44.51126408,18.2718398,44.74717294,20.32165207,395.7666159,71,9.5,14.66,51.5,354.6492087,26,0.524308279,1,3.3,9.7,32.5,0.102828401,14,29223.41265,12842.43863,42065.85129,4481.9,,5.609386733,4218.72,8104.64,12144.8
117,804,302,36.51930375,30.99626866,6.305721393,12.45676617,44.5199005,18.24788557,44.95282099,20.42537313,395.7666159,71,9.4,14.66,52,204.0543957,26,0.524308279,1,3.3,9.76,32.5,0.048616558,14,29361.52022,13575.75194,42937.27216,4069.9,,5.062064677,4245.12,8111.68,12092.16
118,800,330,35.50124476,31.29375,6.286125,12.455075,44.555,18.234125,47.17671198,20.525,373.3258783,71,9.4,14.66,52,395.7666159,26,0.524308279,1,3.3,9.76,32.5,0.212100951,14,28400.99581,15568.31495,43969.31076,4092.7,,5.115875,4224,8046.24,12032
119,791,332,35.09583888,31.42857143,6.27471555,12.4291024,44.58154235,18.39190898,48.34647959,20.62073325,373.3258783,71,9.4,14.66,52,394.7666159,27,0.524308279,1,3.3,9.76,32.5,0.455200216,14,27760.80855,16051.03122,43811.83977,4338.7,,5.485082174,4176.48,7941.28,11896.64
120,792,344,35.2409276,31.83712121,6.308712121,12.41063131,44.71338384,17.90555556,49.48639722,20.74368687,411.3243341,72,9.5,14.72,52,373.3258783,27,0.524308279,1,3.3,9.76,33,0.429088185,14,27910.81466,17023.32064,44934.1353,3822.9,,4.826893939,3136.32,5995.8,9028.8
121,804,334,33.96715092,31.56094527,6.365174129,12.41405473,44.62810945,17.18644279,52.03454014,21.03358209,411.3243341,72,9.5,14.72,52,372.3258783,27,0.524308279,1,3.3,9.76,32.5,0.327582804,14,27309.58934,17379.53641,44689.12575,3818.3,,4.749129353,3183.84,6141.12,9165.6
122,835,299,35.50051873,31.6754491,6.389341317,12.48960479,44.70838323,16.87233533,49.09434629,21.22035928,384.648618,72,9.5,14.72,52,411.3243341,27,0.508435768,1,3.3,9.82,32.5,0.106009165,14,29642.93314,14679.20954,44322.14268,3637.9,,4.356766467,3306.6,6402.12,9519
123,857,273,35.76071744,31.45624271,6.347491249,12.47108518,44.80630105,17.18109685,48.24809705,21.31738623,439.1966938,72,9.5,14.72,52,370.3258783,28,0.508435768,1,3.3,9.76,32.5,0.422959484,14,30646.93484,13171.7305,43818.66534,4347.9,,5.073395566,4524.96,8703.68,13026.4
124,857,266,36.02381376,30.99416569,6.345624271,12.50212369,44.75554259,17.98471412,47.2923361,21.51691949,439.1966938,72,9.5,14.72,52,226.1117691,29,0.508435768,1,3.3,9.76,32.5,0.89802352,15,30872.40839,12579.7614,43452.16979,4791.3,,5.590781797,4524.96,8701.12,13026.4
125,829,284,35.95070484,31.04463209,6.365018094,12.47138721,44.72858866,18.33039807,46.01093004,21.68878166,343.4119098,72,9.5,14.72,52,384.648618,29,0.562441873,1,3.3,9.76,32.5,0.507977532,15,29803.13432,13067.10413,42870.23845,5009.2,,6.042460796,5471.4,10553.2,15751
126,813,317,34.66289383,30.83394834,6.408610086,12.42905289,44.80442804,18.59864699,50.89224225,21.87207872,262.9648755,72,9.5,14.72,52,383.648618,28,0.403974097,1,3.3,9.76,32.5,0.285316597,15,28180.93269,16132.84079,44313.77348,4439.3,,5.460393604,4292.64,8336.32,12357.6
127,807,330,35.20237685,30.43866171,6.452788104,12.46106568,44.64684015,18.82726146,52.53685742,22.10408922,356.0477506,72,9.5,14.72,52,382.648618,29,0.403974097,1,3.3,9.7,32,0.312399843,15,28408.31812,17337.16295,45745.48107,4259.7,,5.278438662,4260.96,8331.84,12266.4
128,800,323,36.5121145,30.66375,6.479,12.467425,44.705625,18.910875,50.80012858,22.28,409.2276312,72,9.5,14.72,52,356.0477506,29,0.336905566,1,3.3,9.7,31.5,0.14126639,15,29209.6916,16408.44153,45618.13313,4278.2,,5.34775,4224,8293.12,12160
129,791,342,35.23621006,31.36915297,6.476359039,12.52141593,44.93046776,18.75752212,50.83873045,22.37547408,409.2276312,72,9.5,14.72,52,355.0477506,29,0.336905566,1,3.3,9.7,31.5,0.570633195,15,27871.84216,17386.84582,45258.68798,4527.3,,5.723514539,4176.48,8196.48,12023.2
130,792,363,35.83269825,31.43308081,6.421843434,12.50464646,45.07260101,18.64078283,49.99375761,22.4520202,353.6411197,72,9.5,14.72,52,409.2276312,29,0.336905566,1,3.3,9.7,31.5,0.608729746,15,28379.49701,18147.73401,46527.23102,3889.6,,4.911111111,3136.32,6103.32,9028.8
131,768,359,37.93457012,32.07682292,6.378255208,12.48403646,45.21744792,19.03255208,48.15558965,22.53776042,369.142511,71,9.5,14.72,52,408.2276312,29,0.336905566,1,3.3,9.7,31.5,0.242192945,15,29133.74985,17287.85668,46421.60653,4441.7,,5.783463542,4055.04,7837.6,11673.6
132,737,374,38.51375553,32.52238806,6.345590231,12.4863772,45.22320217,19.09199457,47.83599236,22.62957938,421.5382983,71,9.5,14.72,52,369.142511,29,0.516312475,1,3.3,9.7,31.5,0.021206574,16,28384.63782,17890.66114,46275.29897,4609.9,,6.25495251,4864.2,9353.4,14003
133,766,366,38.60673769,32.40992167,6.390339426,12.50036554,45.3002611,18.51866841,48.78213575,22.81070496,353.6411197,71,9.5,14.78,52,368.142511,29,0.516312475,1,3.4,9.7,32,0.13935986,16,29572.76107,17854.26168,47427.02276,3532,,4.610966057,3125.28,5874,8732.4
134,817,340,37.61923055,32.21664627,6.405140759,12.53446756,45.17258262,17.86903305,48.99300348,23,378.1094745,71,9.5,14.78,52,367.142511,30,0.372982858,1,3.3,9.7,32,0.120274018,16,30734.91136,16657.62118,47392.53254,3372.5,,4.127906977,3235.32,6279.6,9313.8
135,819,327,38.53688163,32.58119658,6.429426129,12.54783883,45.29304029,17.61501832,46.46458947,23.13308913,378.1094745,70,9.4,14.78,51.5,366.142511,30,0.34483914,1,3.3,9.76,32,0.002298581,16,31561.70605,15193.92076,46755.62681,4099.4,,5.005372405,4324.32,8425.12,12317.76
136,838,306,37.33005037,32.66706444,6.408114558,12.53670644,45.36038186,17.90704057,48.1201562,23.29236277,385.8567346,70,9.4,14.78,51.5,199.8989479,31,0.34483914,1,3.3,9.7,32,0.068505699,16,31282.58221,14724.7678,46007.35,4374.5,,5.220167064,4424.64,8592,12603.52
137,836,318,37.83305757,32.47966507,6.372248804,12.50086124,45.2888756,17.98504785,49.08513275,23.44497608,378.1094745,70,9.4,14.78,51.5,353.6411197,31,0.267126425,1,3.3,9.7,32,0.14476575,16,31628.43613,15609.07222,47237.50834,4382.1,,5.241746411,4414.08,8523.52,12573.44
138,829,312,37.5035389,32.46320869,6.357780458,12.49908323,45.39264174,18.9708082,51.23385247,23.55126659,378.1094745,70,9.4,14.78,51.5,352.6411197,31,0.267126425,1,3.3,9.7,32,0.202989015,16,31090.43374,15984.96197,47075.39571,4814.5,,5.807599517,4377.12,8432.96,12468.16
139,819,322,36.01477793,32.56043956,6.326739927,12.44901099,45.41819292,18.82490842,53.71478887,23.68498168,242.1399038,71,9.4,14.78,52,417.8053984,31,0.267126425,1,3.3,9.7,32,0.587240022,16,29496.10313,17296.16201,46792.26514,4467.2,,5.454456654,4324.32,8290.56,12317.76
140,817,317,37.54226923,32.29375765,6.316401469,12.44088127,45.40575275,18.90611995,56.6647072,23.80783354,275.9836103,71,9.4,14.78,52,416.8053984,31,0.267126425,1,3.3,9.7,32,0.63065882,16,30672.03396,17962.71218,48634.74614,3812.9,,4.666952264,3235.32,6192.6,9215.76
141,822,302,38.79118125,32.30291971,6.371411192,12.43262774,45.45924574,18.25437956,53.42009047,24.05109489,305.6427942,71,9.4,14.78,52,415.8053984,31,0.267126425,1,3.3,9.7,32,0.580365478,17,31886.35099,16132.86732,48019.21831,3815,,4.641119221,3255.12,6284.76,9272.16
142,845,283,37.46177523,32.36094675,6.412189349,12.4459645,45.45976331,17.82284024,54.91215452,24.2591716,425.5987144,71,9.4,14.78,52,371.9864136,32,0.267126425,1,3.3,9.7,32,0.63110023,17,31655.20007,15540.13973,47195.3398,3784.7,,4.478934911,3346.2,6501.96,9531.6
143,877,253,36.74183886,32.04332953,6.450513113,12.47895097,45.46921323,18.15496009,57.66947741,24.48688712,425.5987144,71,9.4,14.78,52,370.9864136,32,0.267126425,1,3.3,9.64,32.5,0.371906184,17,32222.59268,14590.37778,46812.97046,4080.1,,4.652337514,3472.92,6788.52,9892.56
144,883,264,35.82395844,31.6806342,6.448357871,12.43592299,45.46262741,19.12310306,55.79143104,24.71234428,425.5987144,70,9.4,14.78,52,446.3692607,32,0.271548096,1,3.3,9.64,32.5,0.159406048,17,31632.5553,14728.93779,46361.49309,5123.9,,5.802831257,4662.24,9110.24,13280.32
145,839,279,37.40120757,31.84862932,6.424672229,12.44004768,45.49821216,20.01811681,53.67015895,24.82359952,425.5987144,70,9.4,14.78,52,445.3692607,32,0.271548096,1,3.2,9.64,33,0.266832289,18,31379.61315,14973.97435,46353.5875,5123,,6.106078665,5369.6,10780.6,15773.2
146,831,322,34.80351993,31.73646209,6.522141998,12.45646209,45.57942238,19.12731649,55.09062369,25.12154031,287.2744436,70,9.4,14.78,52,444.3692607,33,0.271548096,1,3.2,9.64,33,0.311189915,18,28921.72507,17739.18083,46660.90589,4290,,5.162454874,4254.72,8671.84,12498.24
147,831,329,36.45986414,31.69073406,6.580746089,12.45367028,45.53188929,17.98122744,51.81398945,25.34296029,453.5253764,70,9.5,14.78,52,424.5987144,33,0.543096191,1,3.2,9.64,33,0.85188977,18,30298.1471,17046.80253,47344.94963,3475.9,,4.182791817,3191.04,6562.32,9473.4
148,851,295,37.38387406,32.19271445,6.620211516,12.45807286,45.61163337,17.70681551,51.17689992,25.48413631,435.9262236,70,9.5,14.78,52,299.6427942,34,0.710264834,1,3.1,9.64,33,0.543096191,18,31813.67683,15097.18548,46910.8623,3508.1,,4.122326675,3165.72,6760.56,9701.4
149,874,285,36.0849025,32.10526316,6.620022883,12.49771167,45.6201373,17.92574371,51.40012209,25.65446224,305.1783304,70,9.5,14.78,52,312.2527383,34,0.570338356,1,3.1,9.64,33.5,0.180361077,18,31538.20479,14649.0348,46187.23958,4168.1,,4.768993135,3251.28,6943.08,9963.6
150,860,293,35.30502604,31.9255814,6.618139535,12.50046512,45.6372093,18.8305814,52.29599851,25.82790698,305.1783304,70,9.5,14.78,52,311.2527383,33,0.541895439,1,3.1,9.64,33.5,0.189762991,18,30362.32239,15322.72756,45685.04995,5003.9,,5.818488372,4265.6,9106.56,13072
151,824,313,37.39310118,32.29004854,6.521237864,12.52162621,45.75424757,19.0026699,46.4973811,25.80339806,305.1783304,70,9.5,14.78,52,310.2527383,33,0.541895439,1,3.1,9.64,33.5,0.203759235,18,30811.91537,14553.68029,45365.59566,5107.1,,6.197936893,5108.8,10747,15656
152,829,336,35.2826489,32.61881785,6.538480097,12.5251146,45.7973462,19.05259349,50.44718388,25.97225573,305.1783304,70,9.5,14.78,52,309.2527383,34,0.541895439,1,3.1,9.64,33.5,0.043299772,18,29249.31594,16950.25378,46199.56972,4164.6,,5.023642943,4111.84,8672.64,12600.8
153,840,294,37.2998594,32.06904762,6.565833333,12.49590476,45.70178571,19.33869048,51.07824354,26.18333333,290.4523218,70,9.5,14.78,52,308.2527383,34,0.529445826,1,3.1,9.64,33.5,0.11597759,18,31331.8819,15017.0036,46348.8855,4137,,4.925,3124.8,6618.36,9576
154,845,294,36.91869064,32.03313609,6.515502959,12.47176331,45.65147929,18.70485207,49.3937869,26.30532544,290.4523218,70,9.5,14.78,52,307.2527383,34,0.529445826,1,3.1,9.64,33.5,0.512650887,18,31196.29359,14521.77335,45718.06693,4384.6,,5.18887574,4191.2,8808.96,12844
155,847,310,36.15225884,31.47343566,6.545100354,12.51095632,45.6162928,18.1136954,51.74398226,26.59504132,325.8401686,70,9.5,14.84,52,262.8971918,34,0.313793911,1,3.1,9.64,33.5,0.710264834,19,30620.96324,16040.6345,46661.59774,4070.9,,4.806257379,3150.84,6652.44,9655.8
156,867,262,37.58162723,31.40138408,6.591234141,12.55344867,45.6805075,18.33506344,51.80071435,26.80622837,288.0840879,70,9.5,14.84,52,261.8971918,34,0.313793911,1,3.4,9.64,34,0.570338356,19,32583.27081,13571.78716,46155.05797,3827.7,,4.414878893,3537.36,6857.52,9883.8
157,884,256,36.6810293,31.30995475,6.587330317,12.53289593,45.67420814,18.83936652,51.22345295,26.92986425,288.0840879,70,9.5,14.84,52,266.6665476,35,0.313793911,1,3.4,9.64,34,0.529445826,19,32426.0299,13113.20395,45539.23385,4981.3,,5.634954751,4808.96,9317.12,13436.8
158,855,290,34.17520842,30.87953216,6.62994152,12.50963743,45.63099415,19.2394152,54.07969029,27.18830409,288.0840879,69,9.5,14.84,52,267.4442504,35,0.313793911,1,3.4,9.64,34,0.077480121,20,29219.8032,15683.11018,44902.91338,5336.5,,6.241520468,5814,11337.2,16245
159,856,306,34.70875853,30.25700935,6.64521028,12.52841121,45.54672897,19.18796729,54.15442495,27.36098131,363.4117449,69,9.6,14.84,52,350.3224643,35,0.285397024,1,3.4,9.58,34,0.313793911,20,29710.6973,16571.25404,46281.95134,4090.6,,4.778738318,3492.48,6825.96,9861.12
160,836,310,34.75962191,30.55980861,6.632416268,12.56476077,45.61602871,19.74449761,54.42600297,27.39952153,274.7763656,70,9.6,14.84,52,349.3224643,35,0.285397024,1,3.4,9.58,34.5,0.684817039,20,29059.04392,16872.06092,45931.10484,4979.9,,5.956818182,4547.84,8871.52,12840.96
161,834,308,35.29796954,30.89328537,6.632494005,12.56386091,45.65347722,19.87577938,51.0665125,27.51798561,369.9674503,70,9.6,14.84,52,326.509423,35,0.285397024,1,3.4,9.58,36,0.646206851,20,29438.50659,15728.48585,45166.99244,4630.1,,5.551678657,4536.96,8850.4,12810.24
162,826,304,35.47819481,30.91646489,6.65968523,12.52937046,45.68644068,20.03208232,50.85215197,27.73486683,369.9674503,70,9.6,14.84,52,325.509423,35,0.285397024,1,3.4,9.58,36.5,0.091509443,20,29304.98891,15459.0542,44764.04311,4539.2,,5.495399516,4493.44,8801.44,12687.36
163,800,331,34.15078674,31.59375,6.574375,12.44625,45.7025,19.506125,52.41893733,27.7425,369.9674503,70,9.6,14.84,52,324.509423,36,0.285151103,1,3.4,9.58,36.5,0.092372618,20,27320.62939,17350.66826,44671.29764,4599.7,,5.749625,4352,8415.2,12288
164,810,343,35.11424334,31.57037037,6.57382716,12.42276543,45.68580247,18.50049383,51.43131681,27.95925926,369.9674503,70,9.6,14.84,52,323.509423,36,0.285151103,1,3.4,9.58,37,0.374247269,20,28442.5371,17640.94166,46083.47877,3497.2,,4.317530864,3304.8,6389.76,9331.2
165,821,298,38.21582206,31.66626066,6.594031669,12.44082826,45.73142509,18.27125457,48.15069721,28.11571255,369.9674503,70,9.5,14.84,52,322.509423,36,0.285151103,1,3.3,9.64,37,0.361960665,20,31375.18991,14348.90777,45724.09768,3427.6,,4.174908648,3251.16,6496.44,9359.4
166,849,288,36.6140544,32.06595995,6.606360424,12.44525324,45.87396938,17.70471143,47.68323835,28.2532391,361.5209235,71,9.5,14.84,52,369.9674503,36,0.285151103,1,3.3,9.64,37,0.137233912,20,31085.33219,13732.77264,44818.10483,3997.4,,4.70836278,3362.04,6730.56,9678.6
167,855,292,34.29375589,31.94853801,6.606900585,12.47775439,45.93157895,17.54245614,51.70640623,28.4,361.5209235,71,9.5,14.84,52,368.9674503,36,0.285151103,1,3.3,9.64,37,0.090226853,21,29321.16128,15098.27062,44419.4319,4321.3,,5.054152047,4514.4,9038.24,12996
168,885,288,35.16157798,31.80564972,6.576497175,12.49846328,45.98870056,17.63898305,48.87179815,28.53220339,381.3812321,71,9.5,14.84,52,289.4875788,37,0.285151103,1,3.3,9.64,37,0.535674628,21,31117.99652,14075.07787,45193.07438,4070.8,,4.599774011,3504.6,6984.24,10089
169,857,275,37.11733197,31.74795799,6.592765461,12.4865811,46.02625438,18.28996499,47.53069789,28.72695449,336.4514052,71,9.5,14.84,52.5,288.4875788,37,0.267837314,1,3.3,9.64,37,0.271649194,21,31809.55349,13070.94192,44880.49541,4856.9,,5.667327888,4524.96,9040,13026.4
170,875,290,36.12960867,31.78057143,6.596342857,12.45396571,45.99428571,18.31794286,47.77791392,28.91428571,336.4514052,71,9.6,14.84,52.5,287.4875788,37,0.410709328,1,3.3,9.64,37,0.535674628,21,31613.40759,13855.59504,45469.00262,4370.2,,4.994514286,3465,6926.16,10080
